Crop,Soil_Type,Temperature,Humidity,Soil_Moisture,Rainfall,Growth_Stage,Irrigation_Need
Cotton,Clay,19.717069952827003,90.54774131046823,85.9277671142741,48.08962508161589,Flowering,Low
Potato,Loamy,35.71868226244025,35.12784180398313,89.1778506043772,19.00055236458613,Seedling,High
Cotton,Silty,30.403034913774604,43.232936354303675,48.733139791360145,13.856980288845167,Fruiting,High
Groundnut,Sandy,34.5181956975631,38.0242160558623,47.44652968680788,100.92302201989243,Flowering,Medium
Wheat,Clay,41.69062237714995,46.90711755996033,61.597101659615696,128.34229645685758,Flowering,Medium
Groundnut,Sandy,28.21303711968138,88.59988305678121,54.450780576397584,65.45872871417744,Maturity,Low
Wheat,Sandy,42.035328696520665,63.133442520452114,60.72704460912945,138.05194835861616,Flowering,Medium
Sugarcane,Sandy,37.52007042844964,75.36439229933742,79.91995404303154,12.206743714647562,Flowering,High
Maize,Clay,29.658147776339543,56.75894270950865,69.70449355900874,171.46692898457536,Vegetative,Low
Sugarcane,Loamy,33.09666406973891,22.16434350020934,49.75019133494364,163.31344194784756,Fruiting,Medium
Rice,Loamy,24.76743397557034,24.814661449836073,46.94915672001357,197.09925427841713,Seedling,Low
Cotton,Loamy,44.507918992163226,60.34422734509143,61.168139881049285,187.30099618036908,Maturity,Low
Wheat,Sandy,35.02053489151188,73.90917761150192,46.456502753623795,71.23943278378562,Vegetative,Low
Groundnut,Clay,16.315405574898897,36.14978956465487,46.62234810125119,79.85507680311544,Seedling,Low
Maize,Sandy,24.798657172440265,74.14321804942281,11.304472142920385,149.1929694956519,Seedling,Medium
Wheat,Loamy,33.69943301277172,80.79993301126343,23.925130992584673,26.81655439099664,Vegetative,High
Groundnut,Loamy,16.689998333977194,50.89231087715834,49.08109119966024,62.80294204896697,Maturity,Low
Cotton,Clay,15.716525739574283,75.98144246330787,75.81227672402953,23.708187395129656,Fruiting,Low
Sugarcane,Sandy,28.500727185834076,50.30224627463449,32.29816053816993,90.97728981456628,Vegetative,Medium
Cotton,Silty,24.980705390780102,70.8762972091265,51.811474650491924,110.40085597706353,Vegetative,Low
Tomato,Silty,28.14895824099498,77.29977869896572,37.596966780738576,42.23209399255048,Vegetative,Medium
Rice,Loamy,22.880799296400156,94.39449637310831,18.38431916316712,5.326337382821,Maturity,High
Tomato,Clay,19.941532408289426,45.9047496547697,86.66387864570405,143.87116635010463,Vegetative,Low
Maize,Sandy,35.67430070941013,50.828058543095864,78.37390962002414,4.001032885233702,Vegetative,High
Wheat,Sandy,30.437133488034014,32.42150445576285,16.27939395735251,194.68052178567123,Flowering,High
Maize,Loamy,21.004626337481007,35.305479380135516,67.58298099746277,44.32145134847909,Flowering,Medium
Sugarcane,Loamy,24.58768278779995,72.00462519487833,37.80639234860001,132.7800184232582,Flowering,Medium
Groundnut,Sandy,32.75423722989978,88.77841926158571,89.58798456494341,86.95034524799783,Flowering,Low
Cotton,Sandy,17.166880448174336,49.59537137459304,34.19188158631822,11.93477206742144,Vegetative,High
Tomato,Loamy,19.423590277985387,33.48833351266559,29.09907562900799,94.43672132689349,Flowering,High
Potato,Sandy,17.197368123221704,41.38246245372456,55.43124386443242,103.35212685935993,Seedling,Low
Tomato,Silty,39.369519981423565,54.128877860610395,76.81009306745634,170.9366416185737,Fruiting,Medium
Sugarcane,Loamy,37.57227699636027,41.798774702402625,25.401509745583837,146.46981392957957,Flowering,High
Tomato,Sandy,37.59938795637771,37.51843123413997,66.75222157754649,15.860494950677273,Maturity,High
Sugarcane,Loamy,36.48976030428084,75.19883665678097,14.912526651289735,41.83253668645301,Fruiting,High
Potato,Clay,35.08156271009608,20.58836909304674,83.51477944883979,62.37753684298954,Seedling,Medium
Maize,Loamy,29.30975746134525,60.44228955023623,16.485993291783902,23.281537292963893,Fruiting,High
Cotton,Loamy,34.26834490521345,79.53251052723155,83.138510107533,91.37981418289812,Fruiting,Low
Wheat,Clay,16.15084664363924,39.96712147381011,49.264579956216224,196.8618381725071,Seedling,Low
Groundnut,Silty,33.64393267970354,65.2468632959013,45.84728902367359,102.92255824755232,Flowering,Low
Wheat,Sandy,38.33633116610632,70.16750792139634,87.86456636003012,148.37643366463388,Seedling,Low
Maize,Clay,30.010750811531707,69.12685223038176,89.23073421585752,136.58755953986923,Maturity,Low
Groundnut,Loamy,25.72539985281711,53.43872256490383,62.014250076880955,169.9822870184276,Seedling,Low
Tomato,Sandy,23.322802044029373,45.99334909068344,20.16954334856388,43.14469809312189,Vegetative,High
Potato,Clay,34.28406150486248,82.694305477086,50.4936068524162,150.76525233860565,Vegetative,Low
Potato,Sandy,35.78403595889726,76.88344677498982,52.333048076453,176.2710480611499,Fruiting,Medium
Rice,Sandy,41.12902799587628,44.09413800604344,51.15571425082478,34.30196459604855,Flowering,High
Maize,Clay,25.27002247382972,27.726439583165458,55.55934708160078,69.36044395760075,Flowering,Medium
Maize,Sandy,38.093169221567564,25.38556590841019,11.497977103551253,194.0203528663123,Vegetative,High
Cotton,Silty,31.840674725680138,27.070698342420204,66.8981825176402,156.1575691959585,Maturity,Medium
Wheat,Clay,41.485094720342374,63.71520208940321,66.99154415623904,56.51816650750647,Seedling,Low
Maize,Silty,30.834363248868623,23.874663187174228,19.237582014231034,112.7883539288974,Seedling,High
Maize,Loamy,30.528894851939015,45.269515622302876,55.61915539566406,80.86522456989576,Seedling,Low
Tomato,Sandy,32.33631244322727,76.4899776435672,55.468894594861965,97.99303526542597,Maturity,Low
Tomato,Loamy,37.47946065427303,42.07611248865336,64.59603361523202,71.0332382781417,Maturity,Medium
Groundnut,Loamy,43.94071436485383,77.24810578850975,16.83181537080649,55.86620370606812,Seedling,High
Sugarcane,Sandy,17.20690062647297,75.91002786552914,60.120264581287714,134.95260827828375,Seedling,Low
Sugarcane,Clay,16.603038071730516,38.43703494749123,32.460156059707295,155.70836301722352,Maturity,Medium
Rice,Sandy,43.126510122220154,74.6616635069559,50.56023923969376,174.79142454946896,Seedling,Low
Sugarcane,Loamy,30.896268765546182,76.08324787040755,71.86588421632614,31.06599346363761,Maturity,Low
Cotton,Loamy,33.447090437008086,49.80904442502701,66.45167490904106,164.57110472904813,Fruiting,Medium
Rice,Clay,29.472708047841866,35.781536280613864,19.51224141423947,50.96016489541271,Vegetative,High
Groundnut,Sandy,17.809723578224236,59.09531051689018,57.29478296928586,85.46727798201013,Vegetative,Low
Tomato,Loamy,38.042681352559995,89.10481910001472,87.52932247525908,180.28873716984933,Maturity,Low
Sugarcane,Silty,37.41673935265761,67.97125493240465,22.54155498680018,90.9007201965204,Seedling,High
Wheat,Loamy,24.35109964478436,32.96918732204459,78.2325670180332,39.41270680886324,Vegetative,Medium
Tomato,Loamy,24.18717735685201,71.20676935501399,66.20384644430216,31.97373104742356,Flowering,Low
Potato,Clay,40.13524142716555,52.040227046137595,71.92026503278078,94.59675333042676,Seedling,Medium
Cotton,Silty,17.170717732239797,64.36465980165298,32.556666171411635,152.53448479531082,Maturity,Low
Tomato,Loamy,41.433154450696975,75.05480262673309,33.0311143503874,199.44102879486024,Flowering,High
Cotton,Loamy,22.699850696877434,58.62105136358336,82.48155646211904,157.48172568618037,Maturity,Low
Cotton,Silty,32.78954243266482,81.04879809299814,38.786562567404694,175.4023917885707,Seedling,Medium
Cotton,Sandy,43.07982537005333,74.1616684487471,15.041231255424838,149.5664721869776,Fruiting,High
Groundnut,Sandy,35.34367504609939,66.1305005013883,58.047736286356006,179.0870201512212,Fruiting,Medium
Cotton,Loamy,27.4328943740111,31.30946118742636,19.98541352334741,15.258708662782649,Fruiting,High
Cotton,Loamy,35.686026267162454,82.69618331836762,73.72769931263265,185.9863197963291,Seedling,Low
Potato,Sandy,25.319389089491104,90.1929188989862,61.33971540008459,79.28123074513123,Seedling,Low
Wheat,Clay,23.317752490475584,30.27238428569711,79.97812041769666,184.32284465608893,Flowering,Medium
Rice,Silty,44.90049833804039,56.61808470750729,72.78697998261082,15.146567491895112,Seedling,Medium
Maize,Silty,37.52370693539363,39.416655647787834,18.969091867055692,143.04859142422717,Seedling,High
Potato,Clay,34.341599321454524,76.58924805691734,40.485654114753785,147.1377497340409,Flowering,Medium
Rice,Clay,25.658689296579563,74.1222227003525,71.96481999316698,199.38217785955453,Flowering,Low
Cotton,Clay,16.474824874651446,30.5663840427799,43.38731786130606,153.77105413796275,Maturity,Medium
Wheat,Clay,15.931706281054668,85.77704534462279,87.78923878239826,76.51474116312133,Vegetative,Low
Tomato,Clay,31.625437663463963,33.572979798350175,68.85923599147594,111.44971032370907,Vegetative,Medium
Wheat,Clay,37.86098163117153,79.79442692360806,11.239993335225682,73.31018763331805,Maturity,High
Potato,Silty,31.12137571331565,54.27352697210036,80.39885532486691,39.203729060971625,Fruiting,Medium
Cotton,Clay,40.22355215817343,44.62042201686134,18.064382789484608,49.700465500454705,Seedling,High
Wheat,Sandy,16.00279599279665,31.867944700566014,21.241897934406868,44.402106854864186,Flowering,High
Sugarcane,Clay,26.0025622927782,32.57106921099721,68.75939204888408,109.76306603264258,Flowering,Medium
Wheat,Clay,22.11211173522534,69.64179160256752,79.19748475443842,181.23212690637865,Fruiting,Low
Cotton,Silty,28.41818904471366,61.28227909603404,52.90797023196448,182.54532521767953,Flowering,Low
Groundnut,Silty,17.171291795823674,29.156406623842454,33.12397863566233,10.9527555051651,Fruiting,High
Sugarcane,Clay,43.623949247132174,28.45233953287439,38.10524362025404,15.979880190378704,Maturity,High
Wheat,Silty,21.697662032080828,25.42329310795936,37.43114636768448,49.0238114344687,Fruiting,High
Maize,Loamy,42.66923326450754,75.78255105301581,36.13424830476098,51.01189049389498,Vegetative,Medium
Maize,Silty,27.776794651100452,73.39115639219669,29.432773745731986,18.97783504785022,Fruiting,High
Wheat,Silty,44.56572399765654,24.382324314093136,58.70936757033864,77.6926682346881,Maturity,Medium
Groundnut,Silty,31.621751503806323,62.02025566977297,82.03242548520538,117.54507853825744,Fruiting,Low
Tomato,Silty,42.92498592527423,26.35071164320174,34.56659304666729,115.63244011989273,Maturity,High
Cotton,Sandy,15.160469660826685,87.78093279567062,24.935543796912967,108.68593625171854,Vegetative,Medium
Maize,Sandy,37.447164185427,88.03380643850993,77.08621330971398,67.73438497749945,Seedling,Low
Tomato,Sandy,42.09151959307546,72.36747423598476,69.34266647117626,141.29113706331614,Maturity,Low
Wheat,Clay,19.19161700936862,89.46416910795875,84.46696252479283,165.29678819621427,Seedling,Low
Potato,Clay,17.883775551964543,80.8589772810268,23.24157884839277,69.2548532954817,Maturity,Medium
Tomato,Loamy,27.737178215578666,82.14039319452871,21.540105129327323,17.107071859892397,Fruiting,High
Sugarcane,Sandy,43.01036718398805,62.72808879274499,53.314351544399734,59.266050218371305,Seedling,Low
Rice,Clay,31.271596805713163,42.95443986621319,59.154692386807625,27.473730914980553,Maturity,Medium
Maize,Silty,30.823693911651965,36.33493363373162,48.413875348767164,93.47174544543617,Maturity,Medium
Wheat,Silty,19.233783548979655,44.540001652919685,57.917330905910035,31.187030263215654,Seedling,Low
Potato,Sandy,15.023685332796564,67.13715725667966,24.43038151000571,92.56895153159546,Maturity,Medium
Cotton,Loamy,39.30420272236384,32.94924018742992,48.36910033312667,44.20057846492955,Seedling,High
Potato,Loamy,17.627236889587145,39.398017747799116,62.64740487517343,147.7462210924806,Vegetative,Low
Groundnut,Silty,34.015494562059715,55.10456470965983,44.616515939896296,5.513648167169127,Flowering,High
Sugarcane,Loamy,42.43849363545574,37.47875738934617,64.35578686532783,110.94926076638512,Vegetative,Medium
Wheat,Sandy,21.25955739475293,64.14827522870462,46.095302444307166,33.89765498401134,Seedling,Low
Cotton,Silty,34.958185087107324,89.23820213422474,36.68796646738218,0.19837289392541368,Fruiting,High
Groundnut,Clay,17.360957301225284,76.10670242773449,34.28840376696739,173.84001761296142,Fruiting,Medium
Groundnut,Clay,33.11265431512839,69.98199606116847,42.87216471908704,134.30555756281353,Flowering,Medium
Wheat,Loamy,19.917951628596082,63.70411069878341,11.847169814576066,19.78856441010468,Seedling,High
Sugarcane,Silty,37.078606815455345,56.59609319427987,63.4820110756891,132.81447353677112,Maturity,Low
Tomato,Silty,24.036938843817246,33.99228947259948,77.60845127842094,122.3294665475197,Vegetative,Low
Tomato,Clay,28.90173026413939,87.10328415701491,38.370167555449484,94.67133740864067,Vegetative,Low
Groundnut,Silty,32.98291626082865,38.64020015096273,13.682650891337484,83.8516196851228,Flowering,High
Tomato,Silty,20.138202319987187,26.848165818362055,88.94204779084461,177.413952583147,Flowering,Medium
Rice,Silty,37.249134558528624,76.25113844215214,31.095860436085356,49.029603979490254,Flowering,High
Groundnut,Loamy,24.079210219104436,33.171165074837475,20.12968973526184,79.66201140267665,Flowering,High
Groundnut,Silty,34.871155797382606,47.892199965588205,39.58020063784224,65.82308257896545,Flowering,High
Cotton,Sandy,19.74849152098121,22.12136962182348,69.08456325068454,154.2402058073267,Flowering,Medium
Tomato,Loamy,35.643529776190505,30.280095690533607,33.51332775124526,183.29306124650788,Maturity,High
Sugarcane,Silty,18.845642184313853,32.990272306993404,55.97625631355903,169.9563397480461,Maturity,Low
Groundnut,Silty,27.760694888099508,24.080759581263347,43.24479955497138,159.5407860599537,Vegetative,Medium
Potato,Sandy,22.416182212166305,69.24927174671339,19.42111938212948,197.3579891140166,Vegetative,Medium
Sugarcane,Loamy,37.45125748284548,82.7755846852338,36.42296099936882,139.42891008207704,Flowering,High
Rice,Clay,22.861050135206238,47.99865547744557,67.98964045712533,150.21075824270676,Vegetative,Low
Cotton,Clay,41.45151919186189,85.59323575386506,58.96031178651565,196.5605079410038,Flowering,Medium
Wheat,Loamy,41.754606342198386,36.00099309200949,19.58227039068488,1.3981570798348164,Maturity,High
Sugarcane,Silty,20.893239456683574,44.40428176709296,23.065792777144686,126.80967528727301,Fruiting,High
Groundnut,Silty,33.41537835023173,31.30527447733763,61.25866874459564,147.7943063906579,Maturity,Medium
Rice,Clay,17.63152925159893,66.54193965642489,75.0732331456695,183.565410751439,Seedling,Low
Maize,Clay,26.746112988048875,51.49021931527301,37.957959676653545,176.76886083686855,Maturity,Medium
Rice,Clay,36.39965188503817,65.9962510131424,57.624860147476014,168.39213624675887,Seedling,Low
Rice,Sandy,34.78269740549749,77.12561790456377,23.651487100168424,189.15825438834077,Vegetative,Medium
Cotton,Clay,33.74102008219824,60.927726202471135,34.910106952425906,107.4758375827415,Maturity,Medium
Wheat,Sandy,23.476225909873307,67.07227661763409,11.621616453844208,1.3840191169653515,Fruiting,High
Maize,Loamy,26.34074848303206,90.14377357957497,71.46207582396181,2.2108797394019053,Maturity,Low
Tomato,Silty,18.088384341008584,42.42982322066324,42.08078558183735,108.92781112357162,Maturity,Medium
Tomato,Clay,36.57068461300803,46.937295397546485,75.29004589231631,87.05444777278825,Maturity,Medium
Sugarcane,Silty,30.116663903738207,73.82775212820027,66.6698396818181,90.2490106730897,Flowering,Low
Rice,Silty,36.26296897036964,65.847913779154,76.29954125827815,80.0809474420074,Maturity,Low
Potato,Clay,22.468305743906182,33.38996784047861,32.85269356663062,183.54516181824715,Maturity,Medium
Cotton,Clay,24.733146859051985,48.21104825078676,24.808698434227622,71.83407023395799,Fruiting,High
Potato,Loamy,25.02646011780344,55.08785098435362,87.75245461213365,171.24538835261666,Seedling,Low
Cotton,Sandy,15.772272292416487,51.4542378476292,67.38622296326956,180.57295875832818,Seedling,Low
Tomato,Sandy,25.231436184918707,33.37061062415306,76.72338143413363,99.90035399979095,Fruiting,Medium
Sugarcane,Silty,39.099137205541005,89.33225688381967,11.050669896794698,89.38760747301767,Vegetative,High
Sugarcane,Clay,41.91895487249215,77.17390712704818,38.35692962367092,152.20412084308936,Maturity,Medium
Sugarcane,Loamy,30.546549469077824,56.10168740808892,69.42533524618653,141.59430152797648,Vegetative,Low
Maize,Loamy,28.665050856576606,71.00457712301275,16.238626639198664,65.70702331924119,Fruiting,Medium
Wheat,Loamy,15.924738560981108,87.29620041016413,55.38719436551485,20.509625184929313,Vegetative,Low
Maize,Loamy,41.37613012756148,30.21306067711784,44.32582139640026,52.97048003649607,Seedling,High
Groundnut,Loamy,15.390306402776181,38.77797880302333,11.409320571288584,26.205701162459793,Flowering,High
Groundnut,Sandy,43.34250240630635,60.70259354424838,28.87804616955611,58.94645515533827,Vegetative,High
Potato,Sandy,29.67648746064272,79.9257778514269,32.783359125337135,52.36431311615981,Flowering,Medium
Wheat,Sandy,25.2580348072418,22.719117158114553,18.9487957077058,127.5422847773427,Vegetative,High
Tomato,Clay,42.7265530452798,93.80136126472703,60.52295277941283,190.89920569095594,Fruiting,Medium
Wheat,Silty,15.731729793302902,54.117995216179786,29.39183010015112,137.14874646609672,Flowering,High
Cotton,Loamy,32.44274684607261,46.942335546629224,32.209559969551066,185.32988161291394,Vegetative,Medium
Groundnut,Clay,31.46797573498013,41.95433283798289,81.8590878560118,156.82645172168867,Fruiting,Medium
Rice,Loamy,21.579612036341462,33.07675307381537,47.369847415451154,145.57552441423465,Seedling,Low
Rice,Sandy,27.866622940506318,79.3680431697521,41.37025175754179,82.81238804266829,Maturity,Low
Tomato,Clay,34.5679201783131,91.65606235595725,67.90968306517738,64.95890057267373,Fruiting,Low
Cotton,Sandy,36.81393590645783,51.023356613404864,82.76910375063296,169.25547449458384,Fruiting,Medium
Potato,Loamy,15.021505761197393,91.43155210650922,12.002906898995507,181.07864658580107,Seedling,Medium
Maize,Loamy,43.10560290273046,81.78482115762756,45.859107724431716,90.3764987301864,Flowering,Medium
Cotton,Silty,19.93576117178437,56.07883456072387,58.86250848623578,1.8126196373288828,Vegetative,Low
Rice,Loamy,22.007413026670775,70.55196343445996,35.48504785007917,158.5062117812941,Flowering,Medium
Rice,Sandy,22.904203370815445,52.62381343778472,71.79261776985933,57.01376809445833,Fruiting,Low
Potato,Loamy,16.13460409656106,61.90425561594143,87.7181656216219,1.9775730033841477,Vegetative,Low
Groundnut,Silty,18.691563707709747,24.353475276387787,85.47418930002266,160.9977117952244,Maturity,Low
Cotton,Silty,44.59049768832486,72.21976064753999,31.278603150395348,103.48283776337964,Maturity,Medium
Cotton,Sandy,24.456502121318582,23.961848336310254,28.10706227499888,137.04214926769382,Vegetative,High
Rice,Clay,18.45903271017148,81.28137101897372,86.59924248169769,182.9379642288955,Fruiting,Low
Maize,Loamy,18.2097378352387,81.87101970954181,46.69027899451727,108.23476602762108,Seedling,Low
Tomato,Silty,36.58379903009916,37.78079656671609,26.663817846775338,100.63881451579316,Flowering,High
Sugarcane,Loamy,40.637059920979226,44.27470857768502,66.55975709043346,58.1324242696527,Flowering,Medium
Tomato,Loamy,22.708568985254097,56.09827839187199,32.75362591230333,61.038766887990526,Seedling,Low
Cotton,Clay,15.627285370057049,64.74971801993611,31.379758005684188,159.30841320592916,Seedling,Low
Tomato,Silty,21.692700553360673,41.55152463064975,80.33992344622278,89.8058491171874,Maturity,Low
Rice,Loamy,16.69547072390272,64.43648034739438,22.998332270152275,32.70524172162408,Seedling,Medium
Rice,Silty,18.101848098901247,42.334030492197414,15.151435717298911,18.90575280009912,Vegetative,High
Potato,Sandy,27.94524359542927,24.161804080329553,31.53491521373498,94.58402337235587,Maturity,Medium
Cotton,Sandy,21.897551125848977,20.189566237393173,58.5556330270563,92.99100472354608,Fruiting,Medium
Potato,Loamy,30.478376355762702,27.586329343882145,19.847028272261646,130.6916556410792,Maturity,High
Cotton,Silty,22.60481259771571,79.41880251230137,47.7275737821435,94.21349554902814,Maturity,Low
Sugarcane,Loamy,43.21611903308843,92.10734842875029,60.186968834025585,28.695140826842945,Flowering,Medium
Sugarcane,Silty,42.17831903778794,52.022464946091446,77.89895940745392,101.56057695970271,Seedling,Medium
Groundnut,Silty,32.00418315031398,58.451296508745706,28.38956729618035,181.35788077720503,Vegetative,Medium
Cotton,Clay,25.632719759621587,31.01361268050696,75.38770587062315,31.888282324042482,Seedling,Medium
Maize,Clay,26.434406461042066,61.32735145101178,28.792500890499085,137.9509281955498,Flowering,Medium
Tomato,Clay,27.35556849433491,30.84911765052326,64.14132329917123,118.77185299310531,Seedling,Low
Cotton,Loamy,36.82737966404832,65.84107483991225,44.45388571859641,149.71714534236054,Vegetative,Medium
Wheat,Clay,28.549169865565137,89.99440006856403,19.17449939029361,30.12005468551855,Seedling,Medium
Groundnut,Clay,40.701898395176926,34.67739044772797,67.1410770257479,188.3210673811989,Flowering,High
Wheat,Sandy,43.32284357791094,77.34227885428265,27.421009483921424,124.19328555343172,Vegetative,High
Rice,Silty,25.078384601368015,21.762681711374302,24.129874081967316,169.41422753822738,Seedling,High
Sugarcane,Silty,31.820834441270403,48.16229309912157,38.66583428715066,49.32135273604712,Flowering,High
Tomato,Clay,17.851696104976934,28.30613808728818,62.26321958075868,147.8825778795923,Flowering,Medium
Cotton,Silty,21.014071432990768,46.435658119677456,28.719718303250225,156.20614086678378,Maturity,Medium
Wheat,Sandy,27.403973001304806,33.01526897291626,24.692923102550857,79.48705447741513,Vegetative,High
Tomato,Sandy,21.186081477053364,47.99787425921656,10.796290057069147,76.79069057668441,Vegetative,Medium
Rice,Clay,41.29681472366153,51.31421045806478,47.73144776813788,131.55925300514986,Seedling,Medium
Sugarcane,Sandy,19.748587681772943,42.54433420856888,44.29164554521462,18.681536352043192,Maturity,High
Maize,Silty,28.669824646592758,69.24664621048468,28.7094194909901,147.1248300435018,Vegetative,Medium
Groundnut,Loamy,33.17097721379627,88.91390384441823,14.29217312077526,8.577351967882185,Flowering,High
Tomato,Silty,35.75591724482533,50.04465305789543,44.340469967666955,38.1180602241652,Vegetative,High
Tomato,Loamy,26.4920810917952,34.42573673562661,73.0564088857305,132.82875144827344,Maturity,Low
Maize,Clay,41.07297206174185,40.304206864698756,67.22257050617415,19.664733418392764,Fruiting,High
Tomato,Loamy,32.049574532337765,84.05006176222767,78.86359118881361,194.368418295358,Flowering,Low
Rice,Sandy,28.185233413426552,62.87297924526109,10.76661501705245,173.67924189238013,Vegetative,Medium
Rice,Silty,17.017219021561097,54.125827423021796,87.31354534436788,125.2604664813473,Flowering,Low
Maize,Loamy,28.94068405335495,31.2227541131695,37.31298021019587,163.81149113386996,Seedling,Medium
Groundnut,Silty,39.62207522447191,53.729548124283646,89.23182368735718,177.51600971791356,Flowering,Medium
Cotton,Clay,33.436230546639464,40.886900251804,30.209556848141972,51.89512991436369,Vegetative,Medium
Wheat,Clay,39.96487361187355,90.73723458900119,47.72291100625958,169.8823175898639,Seedling,Low
Cotton,Sandy,29.820350117979167,86.30525820617984,38.3142141260243,38.95875672752036,Seedling,Medium
Tomato,Clay,18.553851152834454,26.292690637114852,38.46085719954421,82.66845282976307,Seedling,Medium
Wheat,Loamy,15.409195375076433,58.749011694593214,77.38256789985726,111.65192624971986,Fruiting,Low
Potato,Clay,24.096586401557737,36.879375913600406,69.71351517898711,142.7781926148065,Fruiting,Medium
Maize,Sandy,35.939714144933774,50.808281714321794,89.37211481840384,6.028263544505608,Seedling,High
Maize,Silty,38.70779711825081,85.76359986885923,59.081174617401004,58.10188255563779,Vegetative,Low
Groundnut,Silty,23.872585038609884,59.56358899164086,47.060528351560215,121.70381964207806,Seedling,Low
Wheat,Clay,29.869617626497416,45.066147002806986,17.20590903575129,71.47373582982375,Seedling,Medium
Rice,Loamy,27.63356713302245,35.591626557874775,89.72491356110854,155.00501112589868,Flowering,Medium
Wheat,Sandy,27.315683530542834,80.02436445548669,54.12245223458263,130.33043223014323,Flowering,Low
Tomato,Loamy,21.940461396004515,66.83885115232604,66.03819757521134,46.88029074474716,Flowering,Low
Rice,Sandy,19.09113315088375,55.10490953196734,42.53939097530491,29.185795918466617,Maturity,Medium
Sugarcane,Clay,20.90065674693639,36.31132653972335,53.81725665433887,125.80939871741008,Flowering,Medium
Sugarcane,Sandy,16.659971614900382,45.068478061784845,85.40621855143098,90.09346554095154,Flowering,Low
Potato,Sandy,20.94392225470731,91.98825700538889,23.31355503452822,33.79140822026372,Vegetative,Medium
Sugarcane,Clay,15.276026928761384,59.006745320437574,33.38980674642037,65.27484106367547,Fruiting,Medium
Maize,Loamy,33.81775201907935,50.05244609324397,22.16477822224259,60.60934966371732,Fruiting,High
Wheat,Clay,24.491262221630485,59.10665317612429,73.37727230438198,21.62639446787502,Fruiting,Low
Sugarcane,Sandy,44.19434134280726,78.42413794247065,14.963620833746365,109.38180385304561,Maturity,High
Cotton,Clay,20.811511523288935,45.50817023771516,16.530531988107064,152.72972678251082,Seedling,Medium
Groundnut,Sandy,25.374857109287817,33.402959069945666,33.879529022989495,115.0933777705974,Flowering,High
Cotton,Clay,25.735234759245998,63.87020887542859,51.1350544736809,165.25827298747046,Vegetative,Low
Sugarcane,Silty,15.253544881873816,69.89030776108004,42.50198404476692,25.513709443086263,Maturity,Medium
Potato,Silty,40.17623859118377,73.45385022189122,13.585304853664582,87.12237156444478,Fruiting,High
Groundnut,Clay,15.959833804329742,86.14906930745973,86.59932462967612,121.88302073161982,Maturity,Low
Tomato,Loamy,43.20539504187724,47.83805905168347,86.22956162864669,135.20031218838147,Vegetative,Medium
Cotton,Sandy,41.762230532808616,25.651617217166887,32.34850585926079,139.1572612846854,Maturity,High
Potato,Silty,31.065657482578906,91.87614377232066,68.52204922148653,145.79308541957622,Fruiting,Low
Wheat,Loamy,31.307867247338763,52.62589455781064,56.2860329106579,130.28596243920333,Seedling,Low
Wheat,Sandy,34.613337688684695,66.74431322548486,28.998135600449928,18.84561778817353,Fruiting,High
Cotton,Silty,26.61150035804661,69.97289923462192,30.973724139329235,139.0611355204593,Fruiting,Medium
Sugarcane,Silty,34.41666850193566,60.98852815259026,49.292253944836034,144.9565313548775,Fruiting,Low
Potato,Clay,16.343051660654606,35.39431473022026,43.53895531978881,198.69598686672543,Maturity,Medium
Wheat,Sandy,16.621428820491797,76.63572875871061,33.29834625850114,138.6724873402252,Vegetative,Low
Tomato,Loamy,28.716912588586332,80.28139807280613,74.60092770441192,137.3660791503098,Fruiting,Low
Rice,Loamy,31.488669033181047,61.47316895130798,48.51703341099079,102.9626580363944,Maturity,Low
Sugarcane,Loamy,41.634529210074575,56.642087043863114,62.38784499113023,173.5845817170228,Vegetative,Low
Potato,Sandy,18.13981901723689,28.5453637345989,25.14188001343004,199.36695239223167,Seedling,High
Tomato,Loamy,39.679437815816684,26.29637461248379,52.68061300131894,155.8089740394864,Fruiting,High
Potato,Loamy,21.30142011876209,45.46736341726465,35.438083955729724,122.50007557156168,Flowering,Medium
Groundnut,Loamy,26.822509455300956,43.31346166380449,52.11308883159026,15.790965386313637,Maturity,Medium
Tomato,Clay,24.498073044822387,91.52423382224534,72.46606667287425,145.3478263459255,Seedling,Low
Sugarcane,Clay,27.00465818596197,78.77170568325724,71.51305680730093,141.71231371639007,Seedling,Low
Groundnut,Sandy,19.514864942177567,69.4943221444295,38.337654242742076,155.11362956188634,Seedling,Low
Sugarcane,Sandy,30.107102232106648,58.82360667632038,65.54216936637113,24.911077679897865,Maturity,Low
Wheat,Loamy,39.04927769494102,32.55256480449885,85.30319603154216,130.7465000252287,Vegetative,Medium
Rice,Clay,28.24602031136691,93.38425041382129,60.05354639399251,59.14478099033494,Flowering,Low
Sugarcane,Silty,29.718407276945975,48.12805236801575,21.872809870610972,152.05424868056673,Vegetative,Medium
Sugarcane,Silty,40.46302755843943,28.01942018354336,64.3766903423276,48.074790806293244,Fruiting,High
Wheat,Loamy,36.181743439140924,57.034917178680956,18.392350907944905,136.79573536408213,Flowering,High
Maize,Loamy,29.71363225559354,85.54985087098125,79.76883270344217,58.99858939679594,Vegetative,Low
Wheat,Clay,22.73086944567539,86.5468251332997,51.33283966415522,1.7988585634862275,Fruiting,Medium
Groundnut,Clay,41.547802405349,20.822443704233542,40.81125890492636,126.6715823946191,Flowering,High
